C_Zh,mass,CaPhi,BR_mu,acceptance,cross_section_pb,BR_h_to_Za,N_signal
0.0012603829296797275,1.0,0.000316,0.1,0.008166666666666666,8.468735519986606e-05,1.5507664383787962e-06,0.08299360809586874
0.0012603829296797275,1.0,0.000398,0.1,0.0066,8.468735519986606e-05,1.5507664383787962e-06,0.06707238531829393
0.0012603829296797275,1.0,0.000501,0.1,0.004733333333333333,8.468735519986606e-05,1.5507664383787962e-06,0.048102417753523925
0.0012603829296797275,1.0,0.000631,0.1,0.0025,8.468735519986606e-05,1.5507664383787962e-06,0.025406206559959822
0.0012603829296797275,1.0,0.000794,0.1,0.0006666666666666666,8.468735519986606e-05,1.5507664383787962e-06,0.006774988415989285
0.0012603829296797275,1.0,0.001,0.1,0.0002,8.468735519986606e-05,1.5507664383787962e-06,0.002032496524796786
0.0012603829296797275,1.0,0.00126,0.1,3.3333333333333335e-05,8.468735519986606e-05,1.5507664383787962e-06,0.0003387494207994643
0.0012603829296797275,1.0,0.00158,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,0.002,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,0.00251,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,0.00316,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,0.00398,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,0.00501,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.0012603829296797275,1.0,0.00631,0.1,0.0,8.468735519986606e-05,1.5507664383787962e-06,0.0
0.001320088400831418,1.0,1e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,1.26e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,1.58e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,2e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,2.51e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,3.16e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,3.98e-06,0.1,0.0,9.290081194282311e-05,1.701168502890004e-06,0.0
0.001320088400831418,1.0,1.58e-05,0.1,0.0001,9.290081194282311e-05,1.701168502890004e-06,0.0011148097433138775
