mass,CaPhi,acceptance,cross_section_pb,BR_h_to_Za,Gamma_total_alp_GeV,N_signal
0.316,3.16e-06,0.0,1.5847462518646163e-13,2.9019341729804362e-15,4.0088957523895636e-21,0.0
0.316,3.98e-06,0.0,2.5139214997632815e-13,4.603408715918845e-15,6.3594087762529694e-21,0.0
0.316,5.01e-06,0.0,3.983465129429067e-13,7.294387711827627e-15,1.007687913340744e-20,0.0
0.316,6.31e-06,0.0,6.318940798636659e-13,1.1571032409149714e-14,1.5984877640474095e-20,0.0
0.316,7.94e-06,0.0,1.0005218394893711e-12,1.8321220279973834e-14,2.5309968380001882e-20,0.0
0.316,1e-05,0.0,1.5870315773359397e-12,2.90611898431778e-14,4.014676887106999e-20,0.0
0.316,1.26e-05,0.0,2.519571332178495e-12,4.613754499502829e-14,6.373701025971072e-20,0.0
0.316,1.58e-05,8.66519776942188e-06,3.9618656296612664e-12,7.254835432450588e-14,1.0022239380973914e-19,4.119641906026802e-11
0.316,2e-05,0.0,6.348126309343205e-12,1.1624475937270106e-13,1.6058707548427997e-19,0.0
0.316,2.51e-05,0.0,9.998457640372612e-12,1.8308840213097623e-13,2.52928658564628e-19,0.0
0.316,3.16e-05,2.4567988247553707e-05,1.584746251864161e-11,2.901934172979603e-13,4.0088957523895655e-19,4.67208327493842e-10
0.316,3.98e-05,8.74471049339757e-06,2.5139214997621367e-11,4.603408715916749e-13,6.359408776252969e-19,2.638021886225726e-10
0.316,5.01e-05,3.323345861010121e-05,3.983465129426191e-11,7.294387711822361e-13,1.0076879133407437e-18,1.5886118820428012e-09
0.316,6.31e-05,1.735103013122582e-05,6.318940798629421e-11,1.157103240913646e-12,1.59848776404741e-18,1.3156815863334148e-09
0.316,7.94e-05,3.3412846057309015e-05,1.0005218394875558e-10,1.8321220279940594e-12,2.5309968380001883e-18,4.011633863972802e-09
0.316,0.0001,5.802155830337561e-05,1.587031577331373e-10,2.9061189843094177e-12,4.014676887106999e-18,1.1049845423211651e-08
0.316,0.000126,7.513320536212676e-05,2.519571332166985e-10,4.613754499481753e-12,6.373701025971071e-18,2.271641643890753e-08
0.316,0.000158,0.00018520428322737603,3.9618656296328106e-10,7.2548354323984815e-12,1.0022239380973912e-17,8.805053810151858e-08
0.316,0.0002,0.0001751334779552524,6.348126309270146e-10,1.1624475937136323e-11,1.6058707548427996e-17,1.3341233268500652e-07
0.316,0.000251,0.0004113209310375071,9.998457640191378e-10,1.8308840212765754e-11,2.5292865856462796e-17,4.935089886603112e-07
0.316,0.000316,0.0006212150747936791,1.5847462518186333e-09,2.9019341728962338e-11,4.008895752389565e-17,1.181361913623018e-06
0.316,0.000398,0.0008377346683156919,2.5139214996475685e-09,4.603408715706956e-11,6.359408776252971e-17,2.5271990324147315e-06
0.316,0.000501,0.001476658696733974,3.983465129138527e-09,7.294387711295599e-11,1.0076879133407438e-16,7.058662111294713e-06
0.316,0.000631,0.0020607979997204736,6.318940797905568e-09,1.1571032407810966e-10,1.5984877640474098e-16,1.5626472668011067e-05
0.316,0.000794,0.002991681347644011,1.0005218393060813e-08,1.8321220276617493e-10,2.5309968380001873e-16,3.5918910294749786e-05
0.316,0.001,0.004189379172069478,1.5870315768747747e-08,2.90611898347331e-10,4.0146768871069995e-16,7.978412440290914e-05
0.316,0.00126,0.00532209021065239,2.5195713310161417e-08,4.6137544973743665e-10,6.373701025971071e-16,0.00016091263099009704
0.316,0.00158,0.006191909238754661,3.961865626787284e-08,7.254835427187849e-10,1.002223938097391e-15,0.00029437814852650455
0.316,0.002,0.005819292523300716,6.348126301964576e-08,1.162447592375861e-09,1.6058707548427998e-15,0.0004432992471118931
0.316,0.00251,0.004844597967117404,9.998457622068422e-08,1.8308840179579604e-09,2.52928658564628e-15,0.0005812620896421863
0.316,0.00316,0.0029832337548431316,1.584746247265792e-07,2.9019341645592235e-09,4.008895752389564e-15,0.000567320219724515
0.316,0.00398,0.001327949695933254,2.513921488190686e-07,4.603408694727497e-09,6.359408776252971e-15,0.00040060335310114747
0.316,0.00501,0.00035779951158460493,3.9834651003721557e-07,7.294387658619585e-09,1.0076879133407437e-14,0.00017103382407929722
0.316,0.00631,9.129326045268838e-05,6.318940725520062e-07,1.1571032275261055e-08,1.5984877640474097e-14,6.922520417280033e-05
0.316,0.00794,2.4567988247553707e-05,1.0005218211586087e-06,1.832121994430706e-08,2.5309968380001878e-14,2.9496970012374877e-05
0.316,0.01,0.0,1.5870315312149608e-06,2.9061188998625906e-08,4.014676887106999e-14,0.0
0.316,0.0126,0.0,2.519571215931779e-06,4.613754286635743e-08,6.373701025971073e-14,0.0
0.316,0.0158,0.0,3.9618653422347425e-06,7.25483490612478e-08,1.0022239380973914e-13,0.0
0.316,0.02,0.0,6.3481255714076125e-06,1.1624474585987206e-07,1.6058707548427997e-13,0.0
0.316,0.0251,0.0,9.998455809773141e-06,1.8308836860965283e-07,2.529286585646281e-13,0.0
0.316,0.0316,0.0,1.5847457919818244e-05,2.9019333308584954e-07,4.0088957523895657e-13,0.0
0.316,0.0398,0.0,2.513920342503012e-05,4.6034065967826625e-07,6.359408776252972e-13,0.0
0.316,0.0501,0.0,3.983462223737306e-05,7.294382391022351e-07,1.007687913340744e-12,0.0
0.316,0.0631,0.0,6.318933486978313e-05,1.1571019020286236e-06,1.5984877640474097e-12,0.0
0.316,0.0794,0.0,0.00010005200064146455,1.8321186713324402e-06,2.5309968380001876e-12,0.0
0.316,0.1,0.0,0.0001587026965246793,2.9061105388148566e-06,4.014676887106999e-12,0.0
0.316,0.126,0.0,0.0002519559707548674,4.613733212870672e-06,6.373701025971072e-12,0.0
0.316,0.158,0.0,0.00039618368871869263,7.2547828001958e-06,1.0022239380973914e-11,0.0
0.316,0.2,0.0,0.0006348052516560214,1.1624340810401418e-05,1.6058707548427998e-11,0.0
0.316,0.251,0.0,0.0009998274583562683,1.8308505005608283e-05,2.5292865856462803e-11,0.0
0.316,0.316,0.0,0.0015847002649060948,2.901849963204715e-05,4.0088957523895655e-11,0.0
0.316,0.398,0.0,0.0025138057790089624,4.603196811955617e-05,6.359408776252971e-11,0.0
0.316,0.501,0.0,0.003983174581231903,7.293855669715991e-05,1.0076879133407438e-10,0.0
0.316,0.631,0.0,0.006318209716542751,0.00011569693676144939,1.5984877640474096e-10,0.0
0.316,0.794,0.0,0.010003385652573029,0.00018317864223719153,2.530996838000188e-10,0.0
0.316,1.0,0.0,0.01586570501070674,0.00029052746769285363,4.014676887106999e-10,0.0
0.562,3.16e-08,0.0,1.584288109139584e-17,2.9010952373916574e-19,8.708017242401745e-25,0.0
0.562,3.98e-08,0.0,2.5131947368224914e-17,4.602077892002365e-19,1.381373941741514e-24,0.0
0.562,5.01e-08,0.0,3.982313528302203e-17,7.292278938476841e-19,2.188873012998799e-24,0.0
0.562,6.31e-08,0.0,6.31711402242355e-17,1.1567687277831076e-18,3.472192810899618e-24,0.0
0.562,7.94e-08,0.0,1.0002325933078862e-16,1.831592370093181e-18,5.497764338878773e-24,0.0
0.562,1e-07,0.0,1.586572773934049e-16,2.9052788389197016e-18,8.720574870214853e-24,0.0
0.562,1.26e-07,0.0,2.5188429358976966e-16,4.612420684668919e-18,1.3844784663953101e-23,0.0
0.562,1.58e-07,0.0,3.960720272848961e-16,7.252738093479145e-18,2.177004310600437e-23,0.0
0.562,2e-07,0.0,6.346291095736196e-16,1.1621115355678806e-17,3.488229948085941e-23,0.0
0.562,2.51e-07,0.0,9.995567133061904e-16,1.8303547213078016e-17,5.494049373984062e-23,0.0
0.562,3.16e-07,0.0,1.5842881091395844e-15,2.901095237391658e-17,8.708017242401748e-23,0.0
0.562,3.98e-07,0.0,2.5131947368224916e-15,4.6020778920023655e-17,1.3813739417415138e-22,0.0
0.562,5.01e-07,0.0,3.982313528302205e-15,7.292278938476844e-17,2.1888730129987995e-22,0.0
0.562,6.31e-07,0.0,6.31711402242355e-15,1.1567687277831075e-16,3.472192810899617e-22,0.0
0.562,7.94e-07,0.0,1.0002325933078859e-14,1.8315923700931806e-16,5.497764338878774e-22,0.0
0.562,1e-06,0.0,1.586572773934049e-14,2.905278838919701e-16,8.720574870214855e-22,0.0
0.562,1.26e-06,0.0,2.5188429358976958e-14,4.612420684668917e-16,1.3844784663953103e-21,0.0
0.562,1.58e-06,0.0,3.9607202728489576e-14,7.252738093479138e-16,2.1770043106004364e-21,0.0
0.562,2e-06,0.0,6.346291095736189e-14,1.1621115355678795e-15,3.488229948085942e-21,0.0
0.562,2.51e-06,0.0,9.995567133061884e-14,1.830354721307798e-15,5.494049373984062e-21,0.0
0.562,3.16e-06,0.0,1.5842881091395792e-13,2.9010952373916486e-15,8.708017242401745e-21,0.0
0.562,3.98e-06,0.0,2.51319473682248e-13,4.602077892002344e-15,1.381373941741514e-20,0.0
0.562,5.01e-06,0.0,3.9823135283021763e-13,7.292278938476793e-15,2.1888730129987992e-20,0.0
0.562,6.31e-06,0.0,6.317114022423474e-13,1.1567687277830937e-14,3.472192810899617e-20,0.0
0.562,7.94e-06,0.0,1.0002325933078685e-12,1.8315923700931487e-14,5.497764338878773e-20,0.0
0.562,1e-05,0.0,1.586572773934004e-12,2.905278838919619e-14,8.720574870214857e-20,0.0
0.562,1.26e-05,0.0,2.518842935897581e-12,4.612420684668707e-14,1.3844784663953107e-19,0.0
0.562,1.58e-05,2.231881684591982e-10,3.960720272848674e-12,7.25273809347862e-14,2.177004310600437e-19,1.0607830841715737e-15
0.562,2e-05,3.331643714253372e-05,6.346291095735464e-12,1.1621115355677465e-13,3.4882299480859427e-19,2.537229700551504e-10
0.562,2.51e-05,2.2318816845919824e-10,9.995567133060076e-12,1.8303547213074667e-13,5.494049373984061e-19,2.677070785366365e-15
0.562,3.16e-05,5.979418423680386e-05,1.584288109139125e-11,2.901095237390817e-13,8.708017242401748e-19,1.1367745809845097e-09
0.562,3.98e-05,8.17972244130001e-08,2.5131947368213344e-11,4.602077892000246e-13,1.381373941741514e-18,2.466868246576145e-12
0.562,5.01e-05,6.863706869789518e-05,3.9823135282992974e-11,7.292278938471521e-13,2.1888730129987984e-18,3.280011926621235e-09
0.562,6.31e-05,8.42035054491383e-05,6.317114022416242e-11,1.1567687277817692e-12,3.472192810899617e-18,6.383077740112247e-09
0.562,7.94e-05,0.00020001510521388838,1.0002325933060545e-10,1.831592370089827e-12,5.497764338878774e-18,2.400739528661651e-08
0.562,0.0001,0.00019335735218158732,1.58657277392944e-10,2.905278838911262e-12,8.720574870214856e-18,3.681306127324712e-08
0.562,0.000126,0.0004594029870582123,2.518842935886079e-10,4.612420684647645e-12,1.3844784663953103e-17,1.38859676241185e-07
0.562,0.000158,0.0004845958130970085,3.9607202728202353e-10,7.252738093426543e-12,2.1770043106004364e-17,2.303218153268553e-07
0.562,0.0002,0.0006817137073611593,6.346291095662448e-10,1.162111535554376e-11,3.4882299480859425e-17,5.191624356980593e-07
0.562,0.000251,0.0012900675939811204,9.995567132878947e-10,1.8303547212742992e-11,5.4940493739840596e-17,1.547394868990789e-06
0.562,0.000316,0.0016742740118195758,1.5842881090936228e-09,2.9010952373074947e-11,8.708017242401746e-17,3.183038889948275e-06
0.562,0.000398,0.0030417279163476502,2.513194736706833e-09,4.602077891790575e-11,1.3813739417415142e-16,9.17334550783099e-06
0.562,0.000501,0.0038333491294725032,3.982313528011802e-09,7.292278937945068e-11,2.1888730129987993e-16,1.8318717715068735e-05
0.562,0.000631,0.0048901651928162666,6.3171140216928094e-09,1.1567687276492967e-10,3.4721928108996175e-16,3.7070077329520516e-05
0.562,0.000794,0.00602493809461605,1.0002325931246846e-08,1.8315923697577086e-10,5.497764338878772e-16,7.231607344552209e-05
0.562,0.001,0.006061573683906367,1.5865727734731063e-08,2.9052788380756385e-10,8.720574870214855e-16,0.00011540553325544304
0.562,0.00126,0.004591801781105439,2.5188429347359008e-08,4.6124206825414776e-10,1.3844784663953104e-15,0.00013879232968854195
0.562,0.00158,0.002835496709721156,3.9607202699763534e-08,7.252738088218922e-10,2.1770043106004364e-15,0.00013476731152372605
0.562,0.002,0.0012609686898860286,6.3462910883611e-08,1.1621115342173779e-09,3.488229948085942e-15,9.60296923119129e-05
0.562,0.00251,0.0004220648413814824,9.995567114766469e-08,1.830354717957603e-09,5.494049373984061e-15,5.062532938574247e-05
0.562,0.00316,6.692738674196247e-05,1.5842881045434132e-07,2.9010952289753034e-09,8.708017242401746e-15,1.2723871522016123e-05
0.562,0.00398,8.85866471104862e-06,2.513194725256574e-07,4.602077870823245e-09,1.3813739417415143e-14,2.6716259309548736e-06
0.562,0.00501,0.0,3.982313499262062e-07,7.292278885299509e-09,2.188873012998799e-14,0.0
0.562,0.00631,0.0,6.31711394934915e-07,1.1567687144019686e-08,3.472192810899616e-14,0.0
0.562,0.00794,0.0,1.0002325749877022e-06,1.831592336545875e-08,5.497764338878772e-14,0.0
0.562,0.01,0.0,1.5865727278396877e-06,2.9052787545132535e-08,8.720574870214855e-14,0.0
0.562,0.0126,0.0,2.51884281971807e-06,4.612420471924684e-08,1.3844784663953105e-13,0.0
0.562,0.0158,0.0,3.960719985588313e-06,7.252737567457083e-08,2.1770043106004373e-13,0.0
0.562,0.02,0.0,6.346290358226474e-06,1.1621114005175744e-07,3.488229948085942e-13,0.0
0.562,0.0251,0.0,9.995565303518887e-06,1.8303543862880219e-07,5.494049373984062e-13,0.0
0.562,0.0316,0.0,1.5842876495226488e-05,2.901094395756544e-07,8.708017242401749e-13,0.0
0.562,0.0398,0.0,2.513193580231231e-05,4.6020757740912487e-07,1.381373941741514e-12,0.0
0.562,0.0501,0.0,3.982310624290214e-05,7.292273620747507e-07,2.1888730129987987e-12,0.0
0.562,0.0631,0.0,6.317106714992052e-05,1.1567673896707659e-06,3.4721928108996167e-12,0.0
0.562,0.0794,0.0,0.00010002307612928556,1.8315890153687156e-06,5.497764338878773e-12,0.0
0.562,0.1,0.0,0.00015865681645111344,2.9052703982990928e-06,8.720574870214857e-12,0.0
0.562,0.126,0.0,0.0002518831317988025,4.612399410342474e-06,1.3844784663953106e-11,0.0
0.562,0.158,0.0,0.0003960691546990501,7.252685491650798e-06,2.177004310600437e-11,0.0
0.562,0.2,0.0,0.0006346217345612353,1.1620980306926118e-05,3.488229948085943e-11,0.0
0.562,0.251,0.0,0.0009995384182075614,1.830321219936937e-05,5.494049373984061e-11,0.0
0.562,0.316,0.0,0.0015842421487660577,2.901011076297487e-05,8.708017242401748e-11,0.0
0.562,0.398,0.0,0.0025130790829656054,4.601866110539472e-05,1.3813739417415144e-10,0.0
0.562,0.501,0.0,0.003982023148066853,7.291747203931246e-05,2.1888730129987987e-10,0.0
0.562,0.631,0.0,0.006316383362948855,0.00011566349318712424,3.4721928108996164e-10,0.0
0.562,0.794,0.0,0.010000494250182283,0.00018312569584659006,5.497764338878775e-10,0.0
0.562,1.0,0.0,0.0158611196418148,0.00029044350195595676,8.720574870214855e-10,0.0
1.0,3.16e-08,0.0,1.582837226251033e-17,2.898438429318867e-19,1.6281952783298434e-24,0.0
1.0,3.98e-08,0.0,2.51089316602977e-17,4.597863332777458e-19,2.582845746560653e-24,0.0
1.0,5.01e-08,0.0,3.9786665460887237e-17,7.285600706992719e-19,4.0926798896017166e-24,0.0
1.0,6.31e-08,0.0,6.31132884194578e-17,1.1557093649415456e-18,6.492187351937679e-24,0.0
1.0,7.94e-08,0.0,9.993165854518473e-17,1.82991500723649e-18,1.027953171055473e-23,0.0
1.0,1e-07,0.0,1.5851197987612497e-16,2.902618199526185e-18,1.6305432606251433e-23,0.0
1.0,1.26e-07,0.0,2.516536192513359e-16,4.60819665356777e-18,2.588650480568478e-23,0.0
1.0,1.58e-07,0.0,3.9570930656275855e-16,7.246096073297172e-18,4.0704881958246095e-23,0.0
1.0,2e-07,0.0,6.340479195044999e-16,1.161047279810474e-17,6.522173042500573e-23,0.0
1.0,2.51e-07,0.0,9.98641324417575e-16,1.828678491883492e-17,1.0272585596264468e-22,0.0
1.0,3.16e-07,0.0,1.5828372262510342e-15,2.898438429318869e-17,1.6281952783298438e-22,0.0
1.0,3.98e-07,0.0,2.5108931660297702e-15,4.5978633327774585e-17,2.5828457465606523e-22,0.0
1.0,5.01e-07,0.0,3.978666546088727e-15,7.285600706992724e-17,4.0926798896017186e-22,0.0
1.0,6.31e-07,0.0,6.311328841945777e-15,1.155709364941545e-16,6.492187351937678e-22,0.0
1.0,7.94e-07,0.0,9.993165854518472e-15,1.82991500723649e-16,1.0279531710554732e-21,0.0
1.0,1e-06,0.0,1.5851197987612497e-14,2.902618199526185e-16,1.6305432606251439e-21,0.0
1.0,1.26e-06,0.0,2.516536192513359e-14,4.60819665356777e-16,2.588650480568478e-21,0.0
1.0,1.58e-06,0.0,3.9570930656275815e-14,7.246096073297164e-16,4.070488195824609e-21,0.0
1.0,2e-06,0.0,6.340479195044993e-14,1.161047279810473e-15,6.5221730425005756e-21,0.0
1.0,2.51e-06,0.0,9.986413244175735e-14,1.8286784918834893e-15,1.0272585596264471e-20,0.0
1.0,3.16e-06,0.0,1.5828372262510288e-13,2.898438429318859e-15,1.6281952783298435e-20,0.0
1.0,3.98e-06,0.0,2.5108931660297583e-13,4.597863332777437e-15,2.5828457465606527e-20,0.0
1.0,5.01e-06,0.0,3.9786665460886966e-13,7.28560070699267e-15,4.0926798896017174e-20,0.0
1.0,6.31e-06,0.0,6.311328841945706e-13,1.1557093649415321e-14,6.492187351937677e-20,0.0
1.0,7.94e-06,8.875802508503117e-06,9.993165854518288e-13,1.8299150072364565e-14,1.0279531710554731e-19,1.0643683987130534e-11
1.0,1e-05,0.0,1.5851197987612048e-12,2.902618199526103e-14,1.6305432606251438e-19,0.0
1.0,1.26e-05,0.0,2.5165361925132443e-12,4.60819665356756e-14,2.5886504805684784e-19,0.0
1.0,1.58e-05,2.4379681366744888e-05,3.957093065627298e-12,7.246096073296645e-14,4.07048819582461e-19,1.1576720169425908e-10
1.0,2e-05,3.32552714783678e-05,6.340479195044267e-12,1.16104727981034e-13,6.522173042500575e-19,2.5302522832096806e-10
1.0,2.51e-05,2.4395548648273358e-05,9.986413244173926e-12,1.828678491883158e-13,1.0272585596264469e-18,2.923488361440077e-10
1.0,3.16e-05,8.454223603678661e-05,1.582837226250575e-11,2.898438429318028e-13,1.628195278329844e-18,1.6057991806738648e-09
1.0,3.98e-05,0.0001577426251229375,2.5108931660286152e-11,4.597863332775344e-13,2.5828457465606526e-18,4.7528985529511715e-09
1.0,5.01e-05,0.0002130769986565004,3.978666546085824e-11,7.28560070698741e-13,4.092679889601717e-18,1.0173147915539908e-08
1.0,6.31e-05,0.00024001537922059072,6.311328841938487e-11,1.1557093649402102e-12,6.492187351937679e-18,1.8177791824604615e-08
1.0,7.94e-05,0.000557715983700137,9.993165854500189e-11,1.8299150072331422e-12,1.0279531710554732e-17,6.688017989785432e-08
1.0,0.0001,0.0007573387851036594,1.585119798756649e-10,2.9026181995177603e-12,1.6305432606251435e-17,1.4405672431609412e-07
1.0,0.000126,0.001110918374948395,2.5165361925017634e-10,4.608196653546536e-12,2.5886504805684775e-17,3.354799556967456e-07
1.0,0.000158,0.0017812801889996405,3.9570930655989087e-10,7.24609607324466e-12,4.070488195824609e-17,8.458429780535028e-07
1.0,0.0002,0.002765315794168283,6.340479194971383e-10,1.1610472797969938e-11,6.522173042500574e-17,2.1040112712539723e-06
1.0,0.000251,0.0038220677657651286,9.986413243993132e-10,1.8286784918500516e-11,1.0272585596264466e-16,4.580249778657135e-06
1.0,0.000316,0.0050898093186799685,1.5828372262051557e-09,2.8984384292348573e-11,1.6281952783298436e-16,9.667607596671067e-06
1.0,0.000398,0.005904526112084274,2.510893165914323e-09,4.5978633325660553e-11,2.5828457465606527e-16,1.779076111535409e-05
1.0,0.000501,0.006451430173132892,3.978666545798855e-09,7.28560070646192e-11,4.092679889601718e-16,3.080170728288138e-05
1.0,0.000631,0.00641775237845115,6.311328841216375e-09,1.1557093648079793e-10,6.492187351937679e-16,4.8605454818284474e-05
1.0,0.000794,0.004351528666885668,9.993165852689809e-09,1.8299150069016315e-10,1.0279531710554731e-15,5.21826572171072e-05
1.0,0.001,0.0018810842638586772,1.58511979830115e-08,2.9026181986836664e-10,1.6305432606251437e-15,3.578092690698161e-05
1.0,0.00126,0.0007125707376675973,2.516536191353691e-08,4.6081966514442245e-10,2.5886504805684783e-15,2.1518520602881266e-05
1.0,0.00158,0.0001576032182820557,3.9570930627602354e-08,7.246096068046576e-10,4.070488195824609e-15,7.483807220791317e-06
1.0,0.002,2.4379681366744888e-05,6.340479187683404e-08,1.1610472784624436e-09,6.522173042500575e-15,1.8549463476983862e-06
1.0,0.00251,0.0,9.986413225913811e-08,1.8286784885394272e-09,1.0272585596264467e-14,0.0
1.0,0.00316,0.0,1.582837221663277e-07,2.8984384209179213e-09,1.6281952783298435e-14,0.0
1.0,0.00398,0.0,2.510893154485028e-07,4.597863311637114e-09,2.5828457465606528e-14,0.0
1.0,0.00501,0.0,3.9786665171017485e-07,7.285600653912742e-09,4.092679889601717e-14,0.0
1.0,0.00631,0.0,6.31132876900516e-07,1.1557093515849039e-08,6.492187351937677e-14,0.0
1.0,0.00794,0.0,9.993165671652036e-07,1.8299149737506017e-08,1.0279531710554731e-13,0.0
1.0,0.01,0.0,1.5851197527512754e-06,2.902618115274264e-08,1.6305432606251435e-13,0.0
1.0,0.0126,0.0,2.5165360765464294e-06,4.6081964412130184e-08,2.5886504805684784e-13,0.0
1.0,0.0158,0.0,3.957092778892841e-06,7.246095548238126e-08,4.0704881958246095e-13,0.0
1.0,0.02,0.0,6.340478458885473e-06,1.1610471450074113e-07,6.522173042500574e-13,0.0
1.0,0.0251,0.0,9.986411417982172e-06,1.8286781574770503e-07,1.0272585596264468e-12,0.0
1.0,0.0316,0.0,1.5828367674755427e-05,2.8984375892245793e-07,1.6281952783298438e-12,0.0
1.0,0.0398,0.0,2.5108920115559395e-05,4.597861218743709e-07,2.5828457465606533e-12,0.0
1.0,0.0501,0.0,3.9786636473932554e-05,7.28559539899882e-07,4.092679889601717e-12,0.0
1.0,0.0631,0.0,6.311321547892362e-05,1.155708029278953e-06,6.492187351937678e-12,0.0
1.0,0.0794,0.0,9.99314756790777e-05,1.8299116586536843e-06,1.0279531710554731e-11,0.0
1.0,0.1,0.0,0.0001585115197777029,2.9026097743582293e-06,1.6305432606251437e-11,0.0
1.0,0.126,0.0,0.0002516524595873139,4.608175418189231e-06,2.5886504805684785e-11,0.0
1.0,0.158,0.0,0.0003957064392358829,7.246043567769327e-06,4.070488195824609e-11,0.0
1.0,0.2,0.0,0.0006340405579938488,1.1610337996591262e-05,6.522173042500575e-11,0.0
1.0,0.251,0.0,0.0009986230628124101,1.8286450518447358e-05,1.0272585596264467e-10,0.0
1.0,0.316,0.0,0.0015827913500182892,2.8983544223004746e-05,1.6281952783298435e-10,0.0
1.0,0.398,0.0,0.002510777723901435,4.5976519390247846e-05,2.582845746560653e-10,0.0
1.0,0.501,0.0,0.003978376697447931,7.285069945885242e-05,4.0926798896017164e-10,0.0
1.0,0.631,0.0,0.006310599520049407,0.00011555758139625357,6.492187351937677e-10,0.0
1.0,0.794,0.0,0.009991337524670598,0.000182958020960824,1.0279531710554732e-09,0.0
1.0,1.0,0.0,0.015846598325142586,0.0002901775924765169,1.6305432606251437e-09,0.0
1.78,3.16e-08,0.0,1.5782418756804717e-17,2.89002357751414e-19,2.941068776159828e-24,0.0
1.78,3.98e-08,0.0,2.5036034497204928e-17,4.5845146488198e-19,4.665488888187204e-24,0.0
1.78,5.01e-08,0.0,3.967115536749661e-17,7.264448886192384e-19,7.392757609807053e-24,0.0
1.78,6.31e-08,0.0,6.293005562638325e-17,1.1523540675038134e-18,1.1727075839053972e-23,0.0
1.78,7.94e-08,0.0,9.964153332163255e-17,1.824602331471023e-18,1.8568294694030378e-23,0.0
1.78,1e-07,0.0,1.5805178213432064e-16,2.89419121286066e-18,2.945310022592361e-23,0.0
1.78,1.26e-07,0.0,2.5092300931644743e-16,4.594817969537584e-18,4.675974191867632e-23,0.0
1.78,1.58e-07,0.0,3.9456046892011796e-16,7.22505894378535e-18,7.352671940399572e-23,0.0
1.78,2e-07,0.0,6.322071285372826e-16,1.157676485144264e-17,1.1781240090369445e-22,0.0
1.78,2.51e-07,0.0,9.957420326244335e-16,1.8233694060143444e-17,1.8555747673334136e-22,0.0
1.78,3.16e-07,0.0,1.5782418756804719e-15,2.89002357751414e-17,2.9410687761598286e-22,0.0
1.78,3.98e-07,0.0,2.5036034497204917e-15,4.584514648819798e-17,4.665488888187204e-22,0.0
1.78,5.01e-07,0.0,3.967115536749664e-15,7.26444888619239e-17,7.3927576098070555e-22,0.0
1.78,6.31e-07,0.0,6.293005562638323e-15,1.1523540675038131e-16,1.172707583905397e-21,0.0
1.78,7.94e-07,0.0,9.964153332163258e-15,1.8246023314710232e-16,1.8568294694030384e-21,0.0
1.78,1e-06,0.0,1.5805178213432056e-14,2.8941912128606587e-16,2.9453100225923615e-21,0.0
1.78,1.26e-06,0.0,2.509230093164474e-14,4.594817969537583e-16,4.675974191867633e-21,0.0
1.78,1.58e-06,0.0,3.945604689201177e-14,7.225058943785345e-16,7.35267194039957e-21,0.0
1.78,2e-06,0.0,6.322071285372817e-14,1.1576764851442625e-15,1.1781240090369446e-20,0.0
1.78,2.51e-06,0.0,9.957420326244316e-14,1.823369406014341e-15,1.8555747673334138e-20,0.0
1.78,3.16e-06,1.5636073585820595e-08,1.578241875680467e-13,2.8900235775141314e-15,2.941068776159828e-20,2.961300732523596e-15
1.78,3.98e-06,0.0,2.503603449720481e-13,4.584514648819778e-15,4.665488888187204e-20,0.0
1.78,5.01e-06,1.5845373765577432e-08,3.967115536749633e-13,7.264448886192333e-15,7.392757609807055e-20,7.543251414123272e-15
1.78,6.31e-06,6.108059184305377e-08,6.29300556263825e-13,1.1523540675037996e-14,1.172707583905397e-19,4.6125660508508865e-14
1.78,7.94e-06,8.885191462149702e-06,9.964153332163075e-13,1.8246023314709896e-14,1.856829469403038e-19,1.0624009213738304e-11
1.78,1e-05,8.885400762329459e-06,1.5805178213431611e-12,2.894191212860577e-14,2.945310022592362e-19,1.6852241105565384e-11
1.78,1.26e-05,7.311427561726429e-05,2.50923009316436e-12,4.594817969537374e-14,4.675974191867634e-19,2.201526487425033e-10
1.78,1.58e-05,9.318444379584385e-05,3.945604689200895e-12,7.225058943784829e-14,7.352671940399572e-19,4.412027740817505e-10
1.78,2e-05,0.00010226935030782757,6.322071285372096e-12,1.1576764851441303e-13,1.1781240090369447e-18,7.758649475457319e-10
1.78,2.51e-05,0.00014448724720277133,9.957420326242519e-12,1.823369406014012e-13,1.8555747673334134e-18,1.7264643026156433e-09
1.78,3.16e-05,0.00024458001854214557,1.578241875680016e-11,2.890023577513305e-13,2.941068776159829e-18,4.632077126613707e-09
1.78,3.98e-05,0.0003642522217223154,2.5036034497193447e-11,4.584514648817698e-13,4.665488888187204e-18,1.0943317426463094e-08
1.78,5.01e-05,0.0008060644442238127,3.967115536746779e-11,7.264448886187108e-13,7.392757609807053e-18,3.837300936359334e-08
1.78,6.31e-05,0.0011461278546153631,6.293005562631073e-11,1.1523540675024854e-12,1.1727075839053973e-17,8.655106757497078e-08
1.78,7.94e-05,0.0019434044500074989,9.964153332145079e-11,1.8246023314676944e-12,1.8568294694030383e-17,2.3237255911497358e-07
1.78,0.0001,0.0025220374352134863,1.5805178213386323e-10,2.894191212852284e-12,2.945310022592361e-17,4.78335013492571e-07
1.78,0.000126,0.003286960901557454,2.5092300931529444e-10,4.59481796951647e-12,4.6759741918676324e-17,9.897289451046114e-07
1.78,0.000158,0.004023143564298514,3.945604689172673e-10,7.22505894373315e-12,7.352671940399571e-17,1.9048480935013296e-06
