filename,filepath,scan,run,mass,CaPhi,nLLP_original,nLLP_original_weighted,nLLP_LLPdecay,nLLP_LLPdecay_weighted,nLLP_InCavern,nLLP_InCavern_weighted,nLLP_NotInATLAS,nLLP_NotInATLAS_weighted,nLLP_Geometry,nLLP_Geometry_weighted,nLLP_Tracker,nLLP_Tracker_weighted,nLLP_MET,nLLP_MET_weighted,nLLP_IsoJet,nLLP_IsoJet_weighted,nLLP_IsoCharged,nLLP_IsoCharged_weighted,nLLP_IsoAll,nLLP_IsoAll_weighted,nLLP_Final,nLLP_Final_weighted,n_surviving_llps,status
ALP_Z_sampledfs_Scan_34_Run_3.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_3.pkl.gz,34,3,2.69,0.001,2000,1.5892813e-07,2000,1.5892813e-07,2000,1.5892813e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_4.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_4.pkl.gz,34,4,2.75,0.001,2000,1.58982628e-07,2000,1.58982628e-07,2000,1.58982628e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_5.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_5.pkl.gz,34,5,2.82,0.001,2000,1.5744412999999996e-07,2000,1.5744412999999996e-07,2000,1.5744412999999996e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_6.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_6.pkl.gz,34,6,2.88,0.001,2000,1.56748712e-07,2000,1.56748712e-07,2000,1.56748712e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_7.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_7.pkl.gz,34,7,2.95,0.001,2000,1.5567783999999995e-07,2000,1.5567783999999995e-07,2000,1.5567783999999995e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_8.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_8.pkl.gz,34,8,3.02,0.001,2000,1.54530798e-07,2000,1.54530798e-07,2000,1.54530798e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_34_Run_9.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_34_Run_9.pkl.gz,34,9,3.09,0.001,2000,1.5401971e-07,2000,1.5401971e-07,2000,1.5401971e-07,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_3_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_3_Run_1.pkl.gz,3,1,1.0,1.0,2000,0.19552940799999996,2000,0.19552940799999996,2000,0.19552940799999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_3_Run_2.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_3_Run_2.pkl.gz,3,2,1.0,0.1,2000,0.0019605505799999996,2000,0.0019605505799999996,2000,0.0019605505799999996,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_3_Run_3.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_3_Run_3.pkl.gz,3,3,1.0,0.01,2000,1.9407157800000005e-05,2000,1.9407157800000005e-05,2000,1.9407157800000005e-05,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
ALP_Z_sampledfs_Scan_3_Run_4.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_3_Run_4.pkl.gz,3,4,1.0,0.001,2000,1.9429546999999996e-07,2000,1.9429546999999996e-07,1635,1.5883654672499996e-07,70,6.80034145e-09,12,1.16577282e-09,7,6.800341449999999e-10,6,5.8288641e-10,6,5.8288641e-10,6,5.8288641e-10,6,5.8288641e-10,6,5.8288641e-10,6,success
ALP_Z_sampledfs_Scan_3_Run_5.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_3_Run_5.pkl.gz,3,5,1.0,0.0001,2000,1.9460098399999997e-09,2000,1.9460098399999997e-09,103,1.0021950675999997e-10,20,1.9460098400000002e-11,5,4.8650246000000004e-12,4,3.892019680000001e-12,2,1.9460098400000003e-12,2,1.9460098400000003e-12,2,1.9460098400000003e-12,2,1.9460098400000003e-12,2,1.9460098400000003e-12,2,success
ALP_Z_sampledfs_Scan_4_Run_1.pkl.gz,/usera/fs568/set-anubis/ALP_Z_Runs/ALP_Z_sampledfs_Scan_4_Run_1.pkl.gz,4,1,10.0,1.0,2000,0.10533125600000001,2000,0.10533125600000001,2000,0.10533125600000001,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,success
